poi_id,category,lat,lon
0,Train Station,35.74964694,139.8051453
1,Subway,35.669687,139.767254
2,Convention Center,35.66808763,139.7673154
3,Train Station,35.6985962,139.7730182
4,Japanese Restaurant,35.700941,139.770555
5,Electronics Store,35.70128072,139.7712931
6,Electronics Store,35.69901542,139.7746217
7,Café,35.70093221,139.7706521
8,Fast Food Restaurant,35.69926155,139.7739056
9,Train Station,35.71341173,139.7760584
10,Train Station,35.64592362,139.8269248
11,Convenience Store,35.63379647,139.7915176
12,Train Station,35.63440986,139.7916135
13,Convention Center,35.62986668,139.7942662
14,Event Space,35.69997164,139.7708103
15,Paper / Office Supplies Store,35.697973,139.7866304
16,Train Station,35.69746615,139.7859755
17,Chinese Restaurant,35.70084933,139.7708713
18,Office,35.69965384,139.772374
19,Train Station,35.68137872,139.7660816
20,Train Station,35.68148766,139.7659636
21,Subway,35.68691239,139.7636139
22,Stadium,35.69320376,139.7498274
23,Bookstore,35.70042688,139.7717518
24,Hobby Shop,35.6983271,139.7716284
25,Electronics Store,35.70018728,139.7719771
26,Train Station,35.72777124,139.7709632
27,Electronics Store,35.70104548,139.7718
28,Arcade,35.700226,139.771692
29,Subway,35.68985772,139.8356581
30,Train Station,35.67993969,139.7682153
31,Fast Food Restaurant,35.68018027,139.7683553
32,Bus Station,35.67999307,139.7695309
33,Train Station,35.69080269,139.7002792
34,Temple,35.71472744,139.7967339
35,Bar,35.69178998,139.7703959
36,Miscellaneous Shop,35.69964037,139.7705468
37,Café,35.699527,139.770389
38,Toy / Game Store,35.70100191,139.7713119
39,University,35.69541694,139.7414857
40,Train Station,35.58259999,139.6732548
41,Office,35.65785416,139.6978569
42,Train Station,35.65819631,139.7020304
43,Gym / Fitness Center,35.65558461,139.7008424
44,Japanese Restaurant,35.65801107,139.6989647
45,Train Station,35.66669205,139.7581327
46,Train Station,35.70230879,139.7450316
47,Ramen /  Noodle House,35.65858641,139.7009575
48,Ramen /  Noodle House,35.65791518,139.6994863
49,Train Station,35.57572976,139.6596515
50,Train Station,35.58941466,139.6687227
51,Train Station,35.57542435,139.6806813
52,Ramen /  Noodle House,35.65859949,139.6982539
53,Train Station,35.56220032,139.7159428
54,Chinese Restaurant,35.65943633,139.6976826
55,Train Station,35.58970453,139.6682453
56,Park,35.66843628,139.6009326
57,Train Station,35.66822491,139.6011391
58,Train Station,35.65188911,139.5443957
59,Miscellaneous Shop,35.68748,139.67728
60,Medical Center,35.6932996,139.6920097
61,Road,35.68335477,139.6567896
62,Smoke Shop,35.69133034,139.6992195
63,Subway,35.68860292,139.6989512
64,Subway,35.70788893,139.7743267
65,Temple,35.71210317,139.7710893
66,Train Station,35.6897183,139.6992517
67,Japanese Restaurant,35.66717,139.602071
68,Other Great Outdoors,35.70349804,139.5803788
69,Electronics Store,35.70470468,139.5815456
70,Ramen /  Noodle House,35.67164812,139.6147567
71,Miscellaneous Shop,35.66906,139.613603
72,Train Station,35.68892751,139.6995628
73,Other Great Outdoors,35.692349,139.701094
74,Office,35.68279486,139.6868733
75,Convenience Store,35.67377039,139.6639028
76,Road,35.6724979,139.6606064
77,University,35.67112081,139.6482897
78,Train Station,35.66884376,139.6234699
79,Shrine,35.68241926,139.639653
80,Drugstore / Pharmacy,35.666874,139.601274
81,Park,35.65398358,139.5990229
82,Shrine,35.676202,139.6993697
83,Ramen /  Noodle House,35.66065237,139.6984363
84,Plaza,35.65906803,139.7005793
85,Train Station,35.65869121,139.698823
86,Train Station,35.70384108,139.5993602
87,Shrine,35.71596876,139.5958793
88,Train Station,35.70462192,139.619987
89,Park,35.63829883,139.6327007
90,Mall,35.64520433,139.6086413
91,Building,35.69112993,139.6926534
92,Spa / Massage,35.65745316,139.5876074
93,Train Station,35.66987443,139.6157169
94,Arcade,35.665666,139.7600792
95,Movie Theater,35.65907021,139.698911
96,Italian Restaurant,35.66608124,139.7576377
97,Building,35.68389724,139.4725943
98,General Entertainment,35.66491487,139.6960759
99,Clothing Store,35.69911561,139.7716069
100,Hardware Store,35.702848,139.7718969
101,Hobby Shop,35.70048787,139.7717839
102,Japanese Restaurant,35.70108686,139.77202
103,Arcade,35.69870393,139.7709927
104,Train Station,35.68600612,139.7306657
105,Coffee Shop,35.69849265,139.7721916
106,Subway,35.69556071,139.7758716
107,Train Station,35.70124524,139.7447031
108,Arcade,35.6987671,139.770121
109,Arcade,35.70073836,139.7718832
110,Bookstore,35.69950769,139.7704536
111,Coffee Shop,35.68607044,139.7304385
112,Arcade,35.70090608,139.741888
113,Train Station,35.69129549,139.7354722
114,Arcade,35.69924195,139.7709364
115,Train Station,35.69971897,139.7644749
116,Arcade,35.69776076,139.7714674
117,Ramen /  Noodle House,35.69617281,139.7708881
118,Fried Chicken Joint,35.69761565,139.7716701
119,Subway,35.6923934,139.7228658
120,Italian Restaurant,35.70150071,139.7711965
121,Train Station,35.65852173,139.701326
122,Arcade,35.65981515,139.7023932
123,Arcade,35.69313623,139.70184
124,Arcade,35.6895059,139.6973781
125,Train Station,35.68417611,139.7020626
126,Subway,35.69919839,139.7181559
127,Train Station,35.63014573,139.7404289
128,Train Station,35.5884342,139.7279191
129,Train Station,35.56247782,139.7160503
130,Arcade,35.56351505,139.7151399
131,Arcade,35.563634,139.714974
132,Arcade,35.73004161,139.7157384
133,Train Station,35.69152204,139.7012472
134,Food & Drink Shop,35.68825436,139.7000456
135,Train Station,35.62970971,139.778409
136,Train Station,35.62752523,139.7787952
137,Train Station,35.69596587,139.7580671
138,Subway,35.67434997,139.7670445
139,Dessert Shop,35.67403685,139.7671922
140,Restaurant,35.69841205,139.7700512
141,Fast Food Restaurant,35.697854,139.772448
142,Ramen /  Noodle House,35.701263,139.772092
143,Electronics Store,35.69980828,139.7718215
144,Arcade,35.70123933,139.7720334
145,Restaurant,35.69766492,139.7574878
146,Train Station,35.72986464,139.7109556
147,Mall,35.72934768,139.7181666
148,Ramen /  Noodle House,35.72644736,139.7188425
149,Bookstore,35.69898492,139.7710598
150,Train Station,35.73022733,139.7111607
151,Arcade,35.72991815,139.7159967
152,Train Station,35.75626039,139.6945866
153,Train Station,35.75243323,139.738133
154,Bar,35.69168542,139.7011372
155,Bar,35.6859059,139.7007644
156,Mall,35.66578652,139.7309607
157,Ramen /  Noodle House,35.62615172,139.7247005
158,Train Station,35.6264504,139.7234398
159,Mall,35.66863497,139.7056245
160,Miscellaneous Shop,35.66868,139.705861
161,Mall,35.80755323,139.7139797
162,Bakery,35.67170041,139.7652555
163,Indian Restaurant,35.72978315,139.7106832
164,Train Station,35.801917,139.7175872
165,Train Station,35.64687831,139.7099483
166,Fast Food Restaurant,35.62241914,139.7500956
167,Train Station,35.74824718,139.7028968
168,Train Station,35.60714306,139.7347489
169,Café,35.62799831,139.7385608
170,Office,35.62286636,139.7491843
171,Train Station,35.6205179,139.7508198
172,Electronics Store,35.66184659,139.6998096
173,Train Station,35.77806244,139.7208381
174,Subway,35.66318885,139.7321247
175,Subway,35.73740792,139.6547484
176,Office,35.67094859,139.7267569
177,Office,35.65611504,139.7565705
178,Convenience Store,35.66553338,139.7311768
179,Bar,35.64326004,139.6986723
180,Road,35.66324781,139.7322884
181,Subway,35.6727158,139.724046
